Sorting code,Citation,Study Codes,Data point code,Scientific Name,Common Name 2,Nativity,Authority,sp_code,variety,Subspecies,Species,Genus,plant form,Subfamily,Family,Order,Subclass,Class,Subdivision,Division,Superdivision,Subkingdom,Kingdom,Plant type,Clade,Latitude 2,Longitude 2,Lat_DD,Long_DD,"State, Territory, or Region",Country,Continent,"Elev (m, asl) 3",Source for elevation data,Stream order,Stream order 2,Land use,Duration (d),Duration (dd) 2,# sampling dates,mesh size category,T50 (d),k (d),n,estimated k?,equation used,min (ºC),max (ºC),range (ºC),mean (ºC),estimated mean?
3262,Woodward et al. 2012 Science,,JJFS1152,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.21,8.34,47.21,8.34,Alps,Switzerland,Europe,660,GPS Visualizer,,,,44,352,,fine,81.63,0.0085,,no,exponential,,,,8,Y
3264,Woodward et al. 2012 Science,,JJFS1154,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.21,8.34,47.21,8.34,Alps,Switzerland,Europe,660,GPS Visualizer,,,,42,368,,fine,123.39,0.0056,,no,exponential,,,,8.8,Y
3265,Woodward et al. 2012 Science,,JJFS1155,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.21,8.34,47.21,8.34,Alps,Switzerland,Europe,660,GPS Visualizer,,,,43,323,,fine,147.93,0.0047,,no,exponential,,,,7.5,Y
3266,Woodward et al. 2012 Science,,JJFS1156,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.21,8.34,47.21,8.34,Alps,Switzerland,Europe,660,GPS Visualizer,,,,73,464,,fine,138.7,0.005,,no,exponential,,,,6.4,Y
3267,Woodward et al. 2012 Science,,JJFS1157,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.4,-3.27,43.4,-3.27,Ibero-Macaronesian Region,Spain,Europe,37,GPS Visualizer,,,,47,404,,fine,170.56,0.0041,,no,exponential,,,,8.6,Y
3268,Woodward et al. 2012 Science,,JJFS1158,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.4,-3.27,43.4,-3.27,Ibero-Macaronesian Region,Spain,Europe,37,GPS Visualizer,,,,47,410,,fine,67.73,0.0102,,no,exponential,,,,8.7,Y
3269,Woodward et al. 2012 Science,,JJFS1159,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.4,-3.27,43.4,-3.27,Ibero-Macaronesian Region,Spain,Europe,37,GPS Visualizer,,,,47,338,,fine,90.51,0.0077,,no,exponential,,,,7.2,Y
3270,Woodward et al. 2012 Science,,JJFS1160,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.4,-3.27,43.4,-3.27,Ibero-Macaronesian Region,Spain,Europe,37,GPS Visualizer,,,,47,384,,fine,16.47,0.0421,,no,exponential,,,,8.2,Y
3271,Woodward et al. 2012 Science,,JJFS1161,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.4,-3.27,43.4,-3.27,Ibero-Macaronesian Region,Spain,Europe,37,GPS Visualizer,,,,47,326,,fine,34.94,0.0198,,no,exponential,,,,6.9,Y
3272,Woodward et al. 2012 Science,,JJFS1162,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.4,-3.27,43.4,-3.27,Ibero-Macaronesian Region,Spain,Europe,37,GPS Visualizer,,,,47,327,,fine,34.8,0.0199,,no,exponential,,,,7,Y
3273,Woodward et al. 2012 Science,,JJFS1163,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.4,-3.27,43.4,-3.27,Ibero-Macaronesian Region,Spain,Europe,37,GPS Visualizer,,,,47,331,,fine,42.92,0.0162,,no,exponential,,,,7.1,Y
3274,Woodward et al. 2012 Science,,JJFS1164,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.4,-3.27,43.4,-3.27,Ibero-Macaronesian Region,Spain,Europe,37,GPS Visualizer,,,,47,385,,fine,95.4,0.0073,,no,exponential,,,,8.2,Y
3275,Woodward et al. 2012 Science,,JJFS1165,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.4,-3.27,43.4,-3.27,Ibero-Macaronesian Region,Spain,Europe,37,GPS Visualizer,,,,47,388,,fine,34.89,0.0199,,no,exponential,,,,8.3,Y
3276,Woodward et al. 2012 Science,,JJFS1166,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.4,-3.27,43.4,-3.27,Ibero-Macaronesian Region,Spain,Europe,37,GPS Visualizer,,,,47,399,,fine,11.78,0.0588,,no,exponential,,,,8.5,Y
3277,Woodward et al. 2012 Science,,JJFS1167,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,44.16,1.68,44.16,1.68,Western Plains,France,Europe,256,GPS Visualizer,,,,73,577,,fine,177.88,0.0039,,no,exponential,,,,7.9,Y
3278,Woodward et al. 2012 Science,,JJFS1168,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,44.16,1.68,44.16,1.68,Western Plains,France,Europe,256,GPS Visualizer,,,,73,509,,fine,111.95,0.0062,,no,exponential,,,,7,Y
3279,Woodward et al. 2012 Science,,JJFS1169,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,44.16,1.68,44.16,1.68,Western Plains,France,Europe,256,GPS Visualizer,,,,73,552,,fine,144.01,0.0048,,no,exponential,,,,7.6,Y
3280,Woodward et al. 2012 Science,,JJFS1170,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,44.16,1.68,44.16,1.68,Western Plains,France,Europe,256,GPS Visualizer,,,,73,634,,fine,121.59,0.0057,,no,exponential,,,,8.7,Y
3281,Woodward et al. 2012 Science,,JJFS1171,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,44.16,1.68,44.16,1.68,Western Plains,France,Europe,256,GPS Visualizer,,,,73,525,,fine,109.75,0.0063,,no,exponential,,,,7.2,Y
3282,Woodward et al. 2012 Science,,JJFS1172,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,44.16,1.68,44.16,1.68,Western Plains,France,Europe,256,GPS Visualizer,,,,73,644,,fine,154,0.0045,,no,exponential,,,,8.8,Y
3283,Woodward et al. 2012 Science,,JJFS1173,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,44.16,1.68,44.16,1.68,Western Plains,France,Europe,256,GPS Visualizer,,,,73,683,,fine,128.8,0.0054,,no,exponential,,,,9.4,Y
3284,Woodward et al. 2012 Science,,JJFS1174,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,44.16,1.68,44.16,1.68,Western Plains,France,Europe,256,GPS Visualizer,,,,73,591,,fine,77.54,0.0089,,no,exponential,,,,8.1,Y
3285,Woodward et al. 2012 Science,,JJFS1175,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,44.16,1.68,44.16,1.68,Western Plains,France,Europe,256,GPS Visualizer,,,,73,595,,fine,181,0.0038,,no,exponential,,,,8.2,Y
3286,Woodward et al. 2012 Science,,JJFS1176,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,44.16,1.68,44.16,1.68,Western Plains,France,Europe,256,GPS Visualizer,,,,73,473,,fine,136.82,0.0051,,no,exponential,,,,6.5,Y
3288,Woodward et al. 2012 Science,,JJFS1178,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,53.3,-1.83,53.3,-1.83,,Great Britain,Europe,332,GPS Visualizer,,,,68,333,,fine,117.42,0.0059,,no,exponential,,,,4.9,Y
3289,Woodward et al. 2012 Science,,JJFS1179,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,53.3,-1.83,53.3,-1.83,,Great Britain,Europe,332,GPS Visualizer,,,,69,354,,fine,65.87,0.0105,,no,exponential,,,,5.1,Y
3290,Woodward et al. 2012 Science,,JJFS1180,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,53.3,-1.83,53.3,-1.83,,Great Britain,Europe,332,GPS Visualizer,,,,68,414,,fine,96,0.0072,,no,exponential,,,,6.1,Y
3291,Woodward et al. 2012 Science,,JJFS1181,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,53.3,-1.83,53.3,-1.83,,Great Britain,Europe,332,GPS Visualizer,,,,69,429,,fine,88.03,0.0079,,no,exponential,,,,6.2,Y
3292,Woodward et al. 2012 Science,,JJFS1182,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,53.3,-1.83,53.3,-1.83,,Great Britain,Europe,332,GPS Visualizer,,,,68,372,,fine,100.35,0.0069,,no,exponential,,,,5.5,Y
3293,Woodward et al. 2012 Science,,JJFS1183,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,53.3,-1.83,53.3,-1.83,,Great Britain,Europe,332,GPS Visualizer,,,,69,390,,fine,107.47,0.0064,,no,exponential,,,,5.7,Y
3294,Woodward et al. 2012 Science,,JJFS1184,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,53.3,-1.83,53.3,-1.83,,Great Britain,Europe,332,GPS Visualizer,,,,69,333,,fine,120.34,0.0058,,no,exponential,,,,4.8,Y
3295,Woodward et al. 2012 Science,,JJFS1185,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,53.3,-1.83,53.3,-1.83,,Great Britain,Europe,332,GPS Visualizer,,,,69,388,,fine,123.89,0.0056,,no,exponential,,,,5.6,Y
3296,Woodward et al. 2012 Science,,JJFS1186,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,53.3,-1.83,53.3,-1.83,,Great Britain,Europe,332,GPS Visualizer,,,,69,335,,fine,62.14,0.0112,,no,exponential,,,,4.9,Y
3297,Woodward et al. 2012 Science,,JJFS1187,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,52.83,-9.08,52.83,-9.08,,Ireland,Europe,97,GPS Visualizer,,,,45,336,,fine,142.98,0.0048,,no,exponential,,,,7.5,Y
3298,Woodward et al. 2012 Science,,JJFS1188,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,52.83,-9.08,52.83,-9.08,,Ireland,Europe,97,GPS Visualizer,,,,45,310,,fine,125.34,0.0055,,no,exponential,,,,6.9,Y
3299,Woodward et al. 2012 Science,,JJFS1189,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,52.83,-9.08,52.83,-9.08,,Ireland,Europe,97,GPS Visualizer,,,,45,356,,fine,85.14,0.0081,,no,exponential,,,,7.9,Y
3300,Woodward et al. 2012 Science,,JJFS1190,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,52.83,-9.08,52.83,-9.08,,Ireland,Europe,97,GPS Visualizer,,,,45,373,,fine,137.86,0.005,,no,exponential,,,,8.3,Y
3301,Woodward et al. 2012 Science,,JJFS1191,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,52.83,-9.08,52.83,-9.08,,Ireland,Europe,97,GPS Visualizer,,,,45,338,,fine,116.1,0.006,,no,exponential,,,,7.5,Y
3302,Woodward et al. 2012 Science,,JJFS1192,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,52.83,-9.08,52.83,-9.08,,Ireland,Europe,97,GPS Visualizer,,,,45,424,,fine,189.92,0.0036,,no,exponential,,,,9.4,Y
3303,Woodward et al. 2012 Science,,JJFS1193,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,52.83,-9.08,52.83,-9.08,,Ireland,Europe,97,GPS Visualizer,,,,45,349,,fine,113.87,0.0061,,no,exponential,,,,7.7,Y
3304,Woodward et al. 2012 Science,,JJFS1194,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,52.83,-9.08,52.83,-9.08,,Ireland,Europe,97,GPS Visualizer,,,,45,330,,fine,184.13,0.0038,,no,exponential,,,,7.3,Y
3305,Woodward et al. 2012 Science,,JJFS1195,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,52.83,-9.08,52.83,-9.08,,Ireland,Europe,97,GPS Visualizer,,,,45,424,,fine,150.23,0.0046,,no,exponential,,,,9.4,Y
3306,Woodward et al. 2012 Science,,JJFS1196,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,52.83,-9.08,52.83,-9.08,,Ireland,Europe,97,GPS Visualizer,,,,45,322,,fine,147.7,0.0047,,no,exponential,,,,7.2,Y
3307,Woodward et al. 2012 Science,,JJFS1197,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,64.1,20.27,64.1,20.27,Fenno-Scandian Shield,Sweden,Europe,0,GPS Visualizer,,,,57,43,,fine,160.59,0.0043,,no,exponential,,,,0.8,Y
3308,Woodward et al. 2012 Science,,JJFS1198,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,64.1,20.27,64.1,20.27,Fenno-Scandian Shield,Sweden,Europe,0,GPS Visualizer,,,,56,50,,fine,142.96,0.0048,,no,exponential,,,,0.9,Y
3309,Woodward et al. 2012 Science,,JJFS1199,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,64.1,20.27,64.1,20.27,Fenno-Scandian Shield,Sweden,Europe,0,GPS Visualizer,,,,56,42,,fine,140.13,0.0049,,no,exponential,,,,0.8,Y
3310,Woodward et al. 2012 Science,,JJFS1200,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,64.1,20.27,64.1,20.27,Fenno-Scandian Shield,Sweden,Europe,0,GPS Visualizer,,,,59,26,,fine,148.67,0.0047,,no,exponential,,,,0.4,Y
3311,Woodward et al. 2012 Science,,JJFS1201,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,64.1,20.27,64.1,20.27,Fenno-Scandian Shield,Sweden,Europe,0,GPS Visualizer,,,,59,25,,fine,149.3,0.0046,,no,exponential,,,,0.4,Y
3312,Woodward et al. 2012 Science,,JJFS1202,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,64.1,20.27,64.1,20.27,Fenno-Scandian Shield,Sweden,Europe,0,GPS Visualizer,,,,56,43,,fine,141.41,0.0049,,no,exponential,,,,0.8,Y
3313,Woodward et al. 2012 Science,,JJFS1203,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,64.1,20.27,64.1,20.27,Fenno-Scandian Shield,Sweden,Europe,0,GPS Visualizer,,,,59,24,,fine,146.14,0.0047,,no,exponential,,,,0.4,Y
3314,Woodward et al. 2012 Science,,JJFS1204,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,64.1,20.27,64.1,20.27,Fenno-Scandian Shield,Sweden,Europe,0,GPS Visualizer,,,,59,21,,fine,186.22,0.0037,,no,exponential,,,,0.4,Y
3315,Woodward et al. 2012 Science,,JJFS1205,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,64.1,20.27,64.1,20.27,Fenno-Scandian Shield,Sweden,Europe,0,GPS Visualizer,,,,64,46,,fine,158,0.0044,,no,exponential,,,,0.7,Y
3316,Woodward et al. 2012 Science,,JJFS1206,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,64.1,20.27,64.1,20.27,Fenno-Scandian Shield,Sweden,Europe,0,GPS Visualizer,,,,64,41,,fine,156.27,0.0044,,no,exponential,,,,0.6,Y
3317,Woodward et al. 2012 Science,,JJFS1207,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,49.6,20.16,49.6,20.16,Carpathians,Poland,Europe,734,GPS Visualizer,,,,132,473,,fine,433.25,0.0016,,no,exponential,,,,3.6,Y
3318,Woodward et al. 2012 Science,,JJFS1208,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,49.6,20.16,49.6,20.16,Carpathians,Poland,Europe,734,GPS Visualizer,,,,127,223,,fine,288.41,0.0024,,no,exponential,,,,1.8,Y
3319,Woodward et al. 2012 Science,,JJFS1209,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,49.6,20.16,49.6,20.16,Carpathians,Poland,Europe,734,GPS Visualizer,,,,123,190,,fine,318.38,0.0022,,no,exponential,,,,1.5,Y
3320,Woodward et al. 2012 Science,,JJFS1210,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,49.6,20.16,49.6,20.16,Carpathians,Poland,Europe,734,GPS Visualizer,,,,125,199,,fine,207.3,0.0033,,no,exponential,,,,1.6,Y
3321,Woodward et al. 2012 Science,,JJFS1211,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,49.6,20.16,49.6,20.16,Carpathians,Poland,Europe,734,GPS Visualizer,,,,123,215,,fine,284.66,0.0024,,no,exponential,,,,1.7,Y
3322,Woodward et al. 2012 Science,,JJFS1212,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,49.6,20.16,49.6,20.16,Carpathians,Poland,Europe,734,GPS Visualizer,,,,125,180,,fine,229.56,0.003,,no,exponential,,,,1.4,Y
3323,Woodward et al. 2012 Science,,JJFS1213,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,49.6,20.16,49.6,20.16,Carpathians,Poland,Europe,734,GPS Visualizer,,,,123,425,,fine,316.76,0.0022,,no,exponential,,,,3.5,Y
3324,Woodward et al. 2012 Science,,JJFS1214,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,49.6,20.16,49.6,20.16,Carpathians,Poland,Europe,734,GPS Visualizer,,,,123,269,,fine,424.01,0.0016,,no,exponential,,,,2.2,Y
